Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
1948,031779,A,494.29,145,1428
1951,003480,A,969.57,7,61
1951,003480,C,93.13,104,941
1951,003480,D,1396.05,117,1086
1951,01611,A,1544.37,10,85
1951,01611,D,1506.88,148,1440
1951,031779,C,391.15,128,1232
1951,080212,B,1870.05,177,1527
1959,003480,A,724.27,162,1522
1959,003480,B,1209.64,135,1433
1959,003480,D,1235.57,42,361
1959,01611,B,1528.27,147,1551
1959,01611,C,515.45,41,345
1959,020109,C,280.00,150,1492
1967,01611,C,1799.69,148,1368
1967,020109,A,429.34,62,581
1967,020109,B,1114.68,149,1516
1967,031779,A,993.74,171,1633
1967,031779,B,743.76,32,303
1967,031779,C,1788.30,149,1268
1967,031779,D,101.87,172,1772
1967,080212,D,223.75,182,1722
1968,003480,A,504.53,24,242
1968,003480,B,20.26,37,348
1968,01611,B,210.62,53,530
1968,031779,A,1208.01,90,852
1968,031779,D,358.10,23,220
1968,080212,A,1442.17,61,621
1968,080212,C,973.93,192,1939
1974,003480,C,409.78,154,1457
1974,01611,C,278.14,48,488
1974,031779,A,1654.25,31,300
1974,031779,B,1438.91,49,480
1974,031779,C,615.64,168,1641
1974,031779,D,22.53,27,273
1974,080212,C,1665.00,10,106
1979,003480,A,562.81,147,1279
1979,003480,B,706.60,115,1212
1979,003480,D,656.86,22,192
1979,01611,A,1111.11,143,1314
1979,01611,B,1677.64,19,173
1979,01611,C,1922.89,173,1532
1979,01611,D,1917.87,52,450
1979,020109,B,1110.71,89,899
1979,031779,C,439.56,82,737
1979,031779,D,556.82,196,2025
1979,080212,A,1178.67,10,94
1979,080212,C,1404.18,94,911
1981,003480,A,1512.77,34,347
1981,003480,C,951.70,85,869
1981,01611,A,1324.66,51,517
1981,01611,D,502.56,121,1041
1981,020109,B,444.28,86,762
1981,031779,A,1249.42,178,1689
1981,031779,B,1500.01,185,1556
1986,003480,A,148.97,62,602
1986,003480,B,290.08,79,692
1986,003480,D,328.13,174,1634
1986,01611,C,1139.45,96,1007
1986,020109,A,807.22,186,1690
1986,020109,B,1721.11,80,775
1986,020109,D,1197.37,52,491
1986,031779,C,1966.40,58,597
1990,020109,C,1304.65,199,1717
1990,031779,A,511.41,193,2031
1990,031779,C,261.39,111,955
1990,031779,D,606.03,60,547
1990,080212,A,608.46,128,1214
1990,080212,D,1358.20,114,1080
1999,003480,A,1670.76,106,891
1999,003480,C,943.44,169,1525
1999,01611,A,1632.51,160,1396
1999,01611,B,653.78,128,1200
1999,020109,B,336.72,23,226
1999,020109,D,228.19,129,1178
1999,031779,C,181.93,14,128
1999,031779,D,1523.08,131,1102
1999,080212,A,1643.35,48,509
1999,080212,C,1304.84,60,621
1999,080212,D,1714.71,2,19
2001,003480,A,0.95,40,373
2001,01611,C,1.43,48,450
2001,020109,B,0.90,77,677
2001,020109,C,1.67,26,238
2001,020109,D,1.20,48,465
2001,080212,B,1.80,67,666
2001,080212,C,1.88,177,1815
2002,003480,B,2.44,143,1295
2002,003480,C,0.46,145,1504
2002,01611,A,2.73,154,1454
2002,01611,B,0.89,159,1707
2002,01611,C,0.49,4,36
2002,01611,D,2.55,192,1981
2002,080212,C,0.05,128,1154
2008,003480,B,13.36,39,381
2008,003480,C,13.58,46,439
2008,01611,A,11.61,28,268
2008,01611,C,10.99,124,1244
2008,020109,B,3.57,97,849
2008,031779,B,12.25,29,272
2008,031779,C,15.52,54,579
2009,003480,A,15.62,91,913
2009,003480,B,13.17,19,170
2009,003480,C,0.08,182,1656
2009,003480,D,14.91,128,1310
2009,01611,A,15.79,67,644
2009,01611,C,17.51,167,1620
2009,01611,D,4.10,66,590
2009,020109,C,0.94,132,1332
2009,020109,D,2.39,55,591
2009,031779,C,10.19,142,1490
2009,080212,A,0.42,78,675
2009,080212,C,1.86,151,1602
2009,080212,D,3.72,146,1325
2014,01611,A,6.94,168,1686
2014,01611,C,4.91,54,535
2014,01611,D,5.94,27,286
2014,020109,B,6.48,106,969
2014,080212,B,6.86,89,832
2014,080212,C,18.01,109,1024
2018,003480,C,6.87,72,709
2018,003480,D,22.91,141,1245
2018,01611,A,32.12,96,846
2018,01611,B,6.55,119,1058
2018,01611,C,31.74,71,727
2018,01611,D,18.10,67,572
2018,031779,C,8.89,186,1841
2023,01611,C,36.03,168,1732
2023,01611,D,44.55,93,813
2023,031779,A,38.63,39,417
2023,031779,C,0.15,198,1937
2023,031779,D,38.17,120,1083
2030,01611,B,47.54,157,1684
2030,01611,D,10.36,37,366
2030,020109,A,32.31,79,710
2030,020109,C,27.90,169,1697
2030,031779,A,2.56,121,1203
2030,031779,C,50.88,37,374
2030,080212,B,42.76,129,1284
2035,003480,A,61.43,77,825
2035,01611,A,56.52,34,297
2035,01611,C,18.46,61,607
2035,020109,C,51.98,54,532
2035,031779,B,39.07,14,122
2035,031779,D,17.73,78,816
2035,080212,A,55.24,106,998
2036,003480,C,11.24,90,805
2036,01611,C,8.17,53,483
2036,020109,B,34.84,150,1474
2036,031779,A,34.16,60,575
2036,080212,A,70.39,99,930
2036,080212,C,47.04,146,1423
2036,080212,D,38.68,152,1365
2045,01611,C,12.94,130,1314
2045,020109,A,15.16,8,67
2045,020109,B,41.23,190,1680
2045,020109,C,12.24,20,190
2045,031779,A,1.16,78,813
2045,031779,D,62.57,164,1762
2045,080212,A,20.29,115,1094
2045,080212,B,50.33,180,1711
2050,003480,A,35.78,98,894
2050,003480,C,22.73,89,959
2050,01611,C,55.24,38,336
2050,020109,C,38.54,0,0
2050,020109,D,62.64,4,39
2054,003480,A,53.53,120,1158
2054,003480,C,72.41,84,734
2054,01611,C,6.10,34,347
2054,01611,D,30.60,107,1151
2054,020109,B,64.42,165,1461
2054,031779,A,26.26,168,1808
2054,080212,A,38.07,67,711
2055,003480,A,93.66,194,2006
2055,003480,B,35.85,85,752
2055,003480,D,83.24,97,906
2055,01611,A,52.70,177,1496
2055,01611,B,42.64,74,756
2055,031779,A,102.97,109,1002
2055,080212,C,15.38,90,960
2063,003480,A,64.20,100,1026
2063,003480,C,29.81,51,549
2063,003480,D,45.79,88,813
2063,01611,A,12.64,84,727
2063,01611,B,32.96,109,1098
2063,01611,C,26.89,31,279
2063,020109,A,39.98,62,595
2063,020109,C,27.47,38,330
2063,020109,D,124.80,53,536
2063,031779,A,86.95,173,1560
2063,031779,C,92.99,150,1329
2063,080212,A,26.65,100,977
2063,080212,B,84.50,134,1416
2063,080212,C,115.49,181,1820
2067,003480,C,131.17,3,31
2067,020109,B,89.88,190,1814
2067,020109,C,5.01,81,801
2067,020109,D,56.42,149,1403
2067,031779,A,21.31,157,1509
2067,031779,B,124.86,74,641
2068,003480,B,5.47,123,1226
2068,003480,C,61.29,55,488
2068,01611,C,93.08,169,1678
2068,020109,A,133.62,162,1726
2068,020109,B,98.52,64,590
2068,020109,D,11.91,146,1423
2068,031779,C,124.04,172,1496
2068,080212,A,122.51,117,1102
2072,01611,A,65.57,149,1523
2072,01611,B,33.05,19,161
2072,01611,C,48.65,114,984
2072,020109,B,139.20,35,334
2072,020109,C,16.84,165,1750
2072,031779,C,115.52,31,274
2072,080212,C,33.35,56,590
2077,003480,A,112.79,73,777
2077,01611,C,84.06,45,451
2077,020109,C,62.53,91,953
2077,031779,C,143.33,73,657
2083,003480,A,27.09,62,564
2083,003480,B,51.60,163,1431
2083,01611,A,75.07,3,28
2083,01611,C,72.39,4,34
2083,020109,A,73.04,29,312
2083,020109,D,116.41,171,1478
2083,031779,C,156.23,105,999
2083,080212,A,49.90,44,398
2083,080212,B,50.89,127,1355
2083,080212,C,164.51,91,885
2089,003480,B,131.10,178,1739
2089,080212,A,43.93,181,1810
2089,080212,B,1.14,33,304
2089,080212,C,74.15,102,957
2093,003480,C,57.19,194,1986
2093,01611,A,130.82,90,938
2093,031779,B,178.71,154,1538
2093,031779,C,145.26,179,1776
2093,080212,B,145.20,68,635
2093,080212,C,162.26,122,1223
2093,080212,D,15.53,197,2052
2105,003480,A,76.30,137,1337
2105,003480,B,108.59,13,113
2105,031779,A,140.92,118,1062
2105,031779,B,119.47,39,365
2105,031779,D,182.03,39,353
2105,080212,C,85.19,82,818
2107,01611,A,196.75,67,623
2107,01611,C,51.38,56,508
2107,01611,D,121.35,111,1174
2107,020109,B,31.75,11,115
2107,020109,C,43.35,163,1562
2107,031779,C,184.85,139,1312
2107,031779,D,162.44,147,1370
2111,003480,B,124.86,82,700
2111,003480,C,129.54,180,1714
2111,01611,B,194.70,4,39
2111,01611,C,142.58,32,323
2111,020109,C,38.11,28,284
2111,031779,A,144.89,127,1265
2111,031779,C,161.33,65,697
2115,003480,A,27.57,59,549
2115,003480,B,133.44,178,1502
2115,01611,A,204.36,24,220
2115,01611,C,211.16,86,816
2115,020109,C,3.13,85,875
2115,031779,A,166.19,154,1307
2115,080212,B,206.97,114,1180
2115,080212,C,213.39,38,343
2117,01611,B,117.90,168,1651
2117,020109,C,141.47,39,410
2117,020109,D,174.36,190,1838
2117,031779,A,123.88,94,844
2117,080212,B,200.32,151,1553
2117,080212,C,138.48,198,1784
2117,080212,D,160.57,112,1159
2121,003480,C,149.94,158,1604
2121,01611,C,194.52,148,1376
2121,020109,A,214.36,40,374
2121,031779,B,156.51,26,225
2121,031779,C,44.13,35,363
2121,080212,A,116.69,73,645
2121,080212,B,75.78,148,1265
2124,003480,A,169.71,155,1618
2124,003480,C,7.87,182,1797
2124,01611,C,32.38,33,318
2124,020109,A,195.80,74,753
2124,020109,B,100.90,183,1928
2124,080212,A,24.56,125,1249
2124,080212,D,97.08,132,1386
2132,003480,A,31.00,162,1469
2132,003480,C,203.24,100,986
2132,01611,B,0.86,28,237
2132,01611,D,263.00,179,1578
2132,020109,A,261.02,131,1128
2132,020109,D,1.74,147,1320
2132,031779,B,242.97,22,200
2132,031779,C,128.18,21,202
2132,080212,A,249.31,118,1269
2132,080212,D,62.73,69,638
2141,003480,B,6.74,106,981
2141,01611,B,254.40,70,631
2141,020109,B,63.70,114,1191
2141,031779,A,191.41,120,1181
2141,031779,B,196.57,43,413
2141,031779,C,16.65,173,1861
2141,080212,B,0.01,126,1274
2141,080212,C,24.32,9,94
2142,003480,B,11.44,182,1950
2142,003480,D,86.68,13,112
2142,020109,A,181.45,194,1904
2142,020109,B,228.40,83,799
2142,020109,D,9.58,13,140
2142,031779,B,208.97,164,1423
2142,031779,C,199.35,87,840
2143,003480,C,228.14,97,867
2143,003480,D,176.77,185,1602
2143,020109,C,283.23,100,867
2143,031779,A,196.14,190,1999
2143,031779,B,119.73,35,354
2143,080212,B,202.32,132,1347
2143,080212,C,244.10,78,667
2154,003480,B,26.35,65,644
2154,003480,D,27.32,65,578
2154,01611,A,155.18,20,210
2154,01611,C,41.64,56,522
2154,020109,B,144.11,75,667
2154,020109,C,54.39,47,505
2165,01611,B,261.28,200,1711
2165,020109,B,199.10,119,1018
2165,020109,C,150.34,77,662
2165,020109,D,13.29,2,20
2165,031779,B,18.22,129,1144
2165,031779,C,56.28,22,227
2165,080212,A,151.22,74,626
2165,080212,D,78.27,53,505
2167,01611,A,93.47,13,130
2167,01611,B,240.28,58,557
2167,01611,D,248.71,186,2000
2167,031779,C,223.03,156,1504
2167,031779,D,271.33,39,404
2167,080212,B,126.97,63,665
2167,080212,C,13.35,119,1175
2167,080212,D,182.00,101,1073
2176,003480,B,62.23,51,497
2176,01611,A,278.39,179,1596
2176,01611,C,129.10,187,1585
2176,020109,C,267.92,68,604
2176,020109,D,180.87,113,1129
2176,031779,A,159.33,160,1612
2176,031779,C,294.39,40,404
2185,003480,C,340.35,136,1237
2185,01611,A,96.20,149,1562
2185,01611,B,183.79,198,1854
2185,01611,C,361.10,188,1589
2185,080212,D,70.36,178,1639
2193,003480,C,154.55,163,1665
2193,003480,D,276.31,52,454
2193,01611,B,353.30,130,1260
2193,020109,A,296.84,47,460
2193,031779,A,253.79,156,1665
2193,031779,B,61.55,63,534
2193,080212,A,351.66,44,385
2194,003480,C,201.02,166,1543
2194,003480,D,282.41,144,1232
2194,01611,B,250.89,51,503
2194,01611,C,364.83,162,1723
2194,020109,A,234.31,58,538
2194,020109,C,224.58,25,262
2197,003480,A,150.27,64,577
2197,003480,B,296.85,195,1862
2197,003480,C,203.59,24,238
2197,003480,D,19.23,123,1162
2197,031779,C,52.09,42,436
2197,031779,D,316.87,184,1666
2197,080212,B,367.50,170,1783
2198,003480,B,326.51,128,1238
2198,01611,C,179.89,72,706
2198,020109,A,153.69,125,1343
2198,020109,C,48.59,185,1943
2198,031779,B,359.82,196,1891
2198,031779,C,72.56,170,1682
2198,080212,C,229.86,91,786
2230,003480,A,80.02,194,1982
2230,01611,B,38.29,194,1978
2230,01611,D,265.90,134,1366
2230,020109,B,46.97,85,834
2230,031779,B,62.65,37,384
2232,003480,A,34.90,147,1337
2232,003480,B,380.30,5,44
2232,003480,C,157.37,107,1139
2232,003480,D,19.78,145,1397
2232,01611,B,271.64,174,1682
2232,01611,D,278.67,37,370
2232,020109,A,146.74,23,229
2232,031779,A,73.55,146,1322
2232,031779,C,313.09,132,1365
2232,080212,A,53.12,124,1259
2232,080212,C,360.01,122,1062
2232,080212,D,101.35,140,1317
2249,003480,A,344.37,91,823
2249,003480,C,28.77,166,1605
2249,003480,D,486.44,22,208
2249,01611,B,44.72,177,1491
2249,01611,C,330.09,155,1565
2249,020109,A,450.50,189,1937
2249,020109,C,417.84,55,511
2251,003480,B,3.82,155,1502
2251,003480,C,259.47,65,548
2251,01611,B,309.33,6,63
2251,01611,C,55.23,118,1164
2251,020109,B,108.47,183,1683
2251,031779,B,293.74,7,59
2251,080212,A,342.40,122,1103
2253,003480,C,267.04,178,1784
2253,01611,A,329.14,169,1788
2253,020109,C,249.43,159,1460
2253,020109,D,43.62,67,585
2253,031779,B,414.67,166,1535
2253,031779,C,246.55,153,1418
2253,031779,D,373.90,144,1373
2256,003480,C,326.20,111,1151
2256,020109,A,454.28,112,1122
2256,020109,C,192.46,75,646
2256,020109,D,444.35,140,1313
2256,080212,B,384.96,185,1692
2264,003480,B,114.77,63,617
2264,003480,D,195.01,161,1642
2264,031779,C,417.59,127,1075
2264,080212,B,114.67,50,489
2283,003480,C,231.21,19,182
2283,003480,D,484.50,19,180
2283,020109,B,303.11,133,1419
2283,031779,A,564.45,129,1160
2283,031779,C,502.07,34,330
2283,080212,B,193.79,12,101
2283,080212,C,378.88,80,719
2294,003480,B,10.13,7,69
2294,01611,C,426.76,144,1331
2294,031779,B,535.88,141,1265
2294,031779,D,428.39,101,868
2294,080212,A,56.05,187,1687
2294,080212,B,61.03,178,1565
2294,080212,C,455.54,14,126
2306,01611,A,27.10,160,1689
2306,01611,B,173.66,186,1950
2306,01611,C,237.47,132,1142
2306,020109,A,104.55,176,1822
2306,020109,B,543.64,42,431
2306,020109,C,486.80,117,1031
2306,020109,D,392.02,164,1631
2311,003480,A,425.11,83,712
2311,01611,B,36.31,25,269
2311,01611,C,181.83,99,860
2311,031779,A,444.37,58,567
2311,031779,B,606.37,58,604
2311,080212,A,293.89,174,1781
2311,080212,C,614.40,148,1299
2315,003480,A,296.67,7,74
2315,003480,D,38.21,12,103
2315,01611,A,67.96,18,186
2315,01611,B,516.24,178,1607
2315,01611,D,379.11,16,161
2315,020109,A,421.76,143,1447
2315,020109,B,309.71,66,568
2315,020109,C,15.91,170,1677
2315,031779,C,401.65,57,530
2315,080212,C,523.27,106,1029
2315,080212,D,153.35,180,1883
2320,003480,C,275.21,65,552
2320,01611,B,596.97,56,590
2320,020109,A,609.23,0,0
2320,020109,B,269.87,129,1107
2320,020109,D,403.58,62,653
2320,031779,B,414.53,39,416
2320,080212,B,287.73,51,500
2325,003480,A,291.49,121,1293
2325,003480,B,563.31,126,1283
2325,003480,C,204.12,6,62
2325,003480,D,275.76,0,0
2325,01611,C,521.93,110,1155
2325,020109,B,438.67,170,1729
2325,020109,C,64.00,115,1023
2325,031779,A,40.51,122,1110
2325,031779,D,633.48,123,1185
2325,080212,C,447.79,116,1236
2325,080212,D,126.70,45,394
2331,003480,A,121.83,177,1604
2331,003480,C,156.25,59,511
2331,01611,A,505.53,94,1005
2331,01611,B,571.35,22,222
2331,01611,D,396.99,48,418
2331,020109,A,150.98,76,641
2331,080212,C,136.53,111,999
2332,003480,A,114.45,30,282
2332,003480,B,448.21,46,430
2332,01611,A,179.09,87,872
2332,020109,C,151.04,97,955
2332,031779,A,157.75,194,2055
2332,080212,B,456.93,199,2089
2332,080212,C,82.45,21,204
2334,003480,A,99.89,2,21
2334,003480,B,566.76,12,121
2334,003480,C,343.64,184,1687
2334,003480,D,437.27,99,1059
2334,01611,A,31.09,173,1745
2334,01611,B,16.86,127,1087
2334,020109,A,482.02,129,1262
2334,020109,C,588.56,194,1998
2334,031779,A,536.90,102,1076
2334,080212,A,375.35,191,1715
2334,080212,B,617.65,125,1296
2339,01611,B,178.43,127,1207
2339,01611,C,192.87,200,2027
2339,020109,B,502.30,158,1341
2339,031779,A,23.73,147,1330
2339,031779,C,64.24,47,410
2339,031779,D,452.92,156,1595
2339,080212,A,323.85,110,985
2339,080212,B,71.67,107,938
2339,080212,C,321.68,88,781
2339,080212,D,109.18,156,1416
2340,003480,C,628.28,158,1701
2340,01611,A,54.68,47,481
2340,020109,B,584.86,3,28
2340,031779,B,510.50,12,118
2340,031779,C,232.49,196,1762
2340,080212,A,372.32,41,376
2340,080212,D,19.46,103,1028
2342,003480,C,385.11,40,402
2342,01611,A,396.25,19,202
2342,031779,A,492.80,192,1692
2342,031779,B,198.79,153,1638
2342,031779,C,564.24,175,1819
2342,031779,D,173.32,134,1197
2342,080212,C,11.44,167,1754
2355,003480,C,72.97,79,776
2355,003480,D,209.51,31,265
2355,01611,A,374.32,9,87
2355,020109,A,669.54,64,572
2355,020109,B,138.32,135,1155
2355,020109,D,413.97,167,1708
2355,031779,B,560.29,81,810
2366,003480,B,312.72,152,1342
2366,01611,B,157.17,66,569
2366,031779,C,700.61,101,995
2366,080212,B,290.89,150,1548
2370,003480,B,573.33,176,1723
2370,003480,D,234.90,87,749
2370,01611,D,478.35,12,113
2370,020109,A,91.40,90,933
2370,020109,B,51.83,196,1996
2370,020109,C,76.58,120,1250
2370,020109,D,281.91,191,1935
2370,031779,C,196.42,185,1629
2370,080212,A,14.35,44,395
2370,080212,C,137.97,143,1403
2371,003480,C,694.18,20,215
2371,003480,D,162.36,70,684
2371,01611,C,582.09,75,750
2371,020109,A,283.14,98,1022
2371,020109,B,143.65,181,1778
2371,020109,C,384.97,198,1795
2371,020109,D,97.54,79,803
2371,031779,A,669.80,79,690
2371,031779,C,704.71,100,933
2371,031779,D,650.71,70,693
2371,080212,A,340.42,144,1502
2371,080212,B,127.92,6,61
2380,003480,B,69.39,111,1191
2380,01611,B,162.62,83,860
2380,020109,B,318.85,102,1084
2380,020109,C,39.15,36,379
2380,020109,D,445.25,199,1732
2380,031779,A,686.19,14,150
2381,01611,C,175.45,118,1274
2381,020109,A,453.09,153,1365
2381,020109,B,352.26,100,991
2381,031779,B,645.91,186,1706
2381,080212,A,729.24,199,2130
2381,080212,B,532.25,13,128
2381,080212,C,47.58,6,53
2383,003480,A,33.52,22,187
2383,003480,C,759.71,125,1139
2383,020109,B,104.76,83,738
2383,031779,A,267.26,87,939
2383,031779,B,30.45,200,1709
2383,031779,C,217.96,56,486
2383,080212,C,338.26,132,1400
2387,003480,A,453.92,2,21
2387,003480,C,366.44,56,479
2387,003480,D,648.53,177,1578
2387,031779,A,27.64,17,164
2387,031779,C,586.24,12,119
2387,080212,A,465.59,158,1488
2403,01611,B,708.70,94,940
2403,01611,D,498.62,129,1208
2403,020109,B,85.55,155,1567
2403,031779,C,620.18,83,703
2403,080212,A,213.05,89,763
2403,080212,B,746.10,27,267
2403,080212,C,629.81,54,560
2403,080212,D,82.30,107,960
2404,003480,A,611.00,166,1508
2404,003480,D,68.32,172,1697
2404,01611,C,444.70,92,966
2404,020109,A,465.14,136,1381
2404,020109,B,536.16,176,1840
2404,020109,D,124.64,108,912
2404,080212,A,592.37,15,152
2406,003480,A,324.89,92,851
2406,003480,B,34.82,178,1785
2406,003480,D,622.19,187,1881
2406,020109,A,365.35,65,603
2406,031779,A,15.01,2,20
2406,031779,C,544.12,158,1352
2406,080212,A,464.91,131,1138
2407,003480,B,201.14,147,1478
2407,003480,C,174.18,180,1676
2407,01611,C,417.00,37,397
2407,020109,A,171.54,89,807
2407,031779,B,511.55,70,719
2407,080212,C,44.57,161,1551
2407,080212,D,553.38,190,1798
2413,003480,B,340.33,176,1722
2413,01611,B,777.92,115,1047
2413,01611,C,510.57,64,579
2413,020109,A,493.82,200,1909
2413,031779,A,498.18,129,1231
2413,080212,A,298.35,105,988
2413,080212,C,530.74,132,1150
2413,080212,D,403.34,58,607
2417,003480,A,158.22,179,1795
2417,003480,C,581.83,180,1770
2417,01611,B,482.53,72,607
2417,01611,C,685.04,116,1211
2417,01611,D,437.37,111,1168
2417,020109,C,821.26,102,1010
2417,020109,D,820.32,191,1967
2417,031779,C,537.18,127,1175
2417,080212,B,439.56,98,1034
2417,080212,C,579.54,141,1500
2417,080212,D,259.23,150,1587
2420,003480,A,795.29,158,1528
2420,003480,B,547.13,46,445
2420,003480,C,363.88,22,215
2420,01611,C,12.61,168,1574
2420,01611,D,790.75,29,264
2420,020109,A,20.33,186,1659
2420,020109,B,651.29,91,864
2420,031779,C,299.71,44,430
2420,080212,A,26.49,199,1955
2420,080212,B,670.42,81,788
2423,003480,B,573.50,62,619
2423,01611,A,305.93,95,944
2423,01611,B,558.72,17,168
2423,01611,C,94.11,0,0
2423,031779,B,724.37,147,1439
2423,031779,C,439.36,136,1444
2423,080212,A,37.67,182,1643
2431,003480,A,3.44,47,455
2431,01611,A,540.01,106,1035
2431,01611,C,339.65,91,826
2431,020109,B,443.06,59,600
2431,031779,A,464.10,36,338
2431,031779,B,851.22,190,1606
2431,031779,C,307.26,193,1869
2431,031779,D,205.50,163,1472
2432,003480,B,668.18,131,1394
2432,020109,A,533.13,106,923
2432,020109,D,649.50,176,1540
2432,031779,A,77.46,75,732
2432,080212,B,3.45,171,1799
2435,01611,B,310.71,81,812
2435,020109,A,831.39,190,1817
2435,020109,B,800.64,21,208
2435,031779,C,424.30,197,1876
2435,080212,B,679.29,108,1077
2435,080212,C,573.50,101,849
2435,080212,D,242.54,14,137
2442,003480,B,841.97,198,1754
2442,003480,C,416.67,33,325
2442,003480,D,733.03,10,108
2442,01611,B,733.93,12,109
2442,020109,A,404.35,79,682
2442,031779,B,721.37,174,1491
2442,080212,C,216.30,183,1603
